"","latitude","longitude"
"991720",31.313497543335,120.626739501953
"757831",20.6541290283203,105.073181152344
"991038",48.6535110473633,0.375396013259888
"589666",0.31988200545311,32.5951194763184
"13429",26.7275371551514,108.455368041992
"27207",47.2720642089844,13.3210306167603
"847265",34.3024063110352,109.065757751465
"153276",NA,NA
"135918",13.0693531036377,80.2372741699219
"922677",24.9124488830566,118.584579467773
"546068",54.7677879333496,11.876708984375
"207473",-39.1790733337402,175.518371582031
"986057",40.5767250061035,8.31923294067383
"198941",50.7332191467285,-2.75499796867371
"909384",10.0889329910278,77.0595245361328
"96066",30.307466506958,120.345741271973
"318786",36.7156677246094,-4.27550411224365
"436186",33.4996223449707,126.531188964844
"695482",14.5899066925049,121.061683654785
"349986",41.483570098877,9.24145412445068
"678885",46.8092193603516,130.388641357422
"979793",38.5063667297363,102.179756164551
"691352",5.55338001251221,-0.181700006127357
"785094",35.0964508056641,132.349334716797
"884017",51.1731986999512,3.20350003242493
"342313",38.6694107055664,0.0701299980282784
"229894",46.8840942382812,29.6505508422852
"825209",54.6001014709473,-6.96799993515015
"934885",38.9276466369629,100.467056274414
"640533",22.2965297698975,114.172431945801
"984945",45.4340591430664,12.3382759094238
"955421",34.5325775146484,108.834632873535
"191844",54.0026016235352,16.9826507568359
"359528",-13.2965297698975,-72.1294631958008
"893290",55.0057678222656,-3.06223511695862
"613361",36.9171447753906,-111.467529296875
"771849",30.4521865844727,120.357727050781
"885074",31.2072772979736,107.508422851562
"762267",40.5468826293945,8.83020687103271
"260504",42.861946105957,-0.00895499996840954
"374893",51.1565017700195,8.28549957275391
"739056",46.8083686828613,-60.3219184875488
"413922",51.6757545471191,-4.70956707000732
"936378",58.9699478149414,37.5568771362305
"510598",30.9407176971436,118.758819580078
"211117",46.3743934631348,7.62628984451294
"178712",-22.4033870697021,-43.0992393493652
"64573",43.7064514160156,7.26261377334595
"704842",27.8026084899902,-17.8856945037842
"527529",37.3549308776855,27.2774238586426
"166825",35.7225303649902,139.814544677734
"619919",46.4623985290527,10.3477478027344
"131012",50.4521903991699,6.05168485641479
"230082",-33.9220390319824,18.4228439331055
"732896",NA,NA
"648307",33.5037536621094,-117.053192138672
"277667",35.7439994812012,139.788986206055
"722272",22.8840026855469,-109.91283416748
"268811",42.7355461120605,12.7363882064819
"692539",29.563009262085,106.551559448242
"96712",51.4047508239746,-0.973518013954163
"842976",-8.49944400787354,115.551811218262
"257722",56.7375679016113,38.8484344482422
"555005",35.931526184082,126.947616577148
"397376",43.8078346252441,11.3088150024414
"913867",67.7832870483398,24.8678283691406
"777323",-38.2744941711426,144.488723754883
"663198",9.13603115081787,99.3202590942383
"226602",40.7361068725586,-111.449012756348
"840018",-34.193286895752,22.1361274719238
"30068",30.216007232666,112.570030212402
"12905",29.563009262085,106.551559448242
"233772",56.3620185852051,-3.84289789199829
"253798",31.8505306243896,117.294944763184
"446625",12.9310684204102,100.880516052246
"787510",51.5073585510254,-0.127667993307114
"27007",29.563009262085,106.551559448242
"651831",51.5280532836914,-0.176753997802734
"179894",21.8613395690918,111.98184967041
"335273",44.4272689819336,26.1038722991943
"215856",40.0447769165039,-0.862429022789001
"908411",35.5162200927734,24.0180015563965
"771806",59.9300003051758,30.3197212219238
"527464",54.3011360168457,11.0063543319702
"312915",45.0737724304199,7.66427803039551
"649595",56.0036430358887,-4.58087110519409
"605233",25.2961940765381,110.306571960449
"614703",44.8731994628906,13.8520002365112
"669407",-41.1308441162109,-71.2900238037109
"941151",55.8916435241699,8.36095523834229
"164461",50.8946990966797,-4.54313707351685
"658828",40.6444854736328,14.6164512634277
"234740",39.9561080932617,116.395713806152
"922598",55.6115036010742,37.7070808410645
"2656",-5.87418413162231,-35.179443359375
"957958",30.4647121429443,114.266952514648
"320353",-40.9949722290039,173.003494262695
"810172",32.1688537597656,-80.7169189453125
"680051",26.2967910766602,50.1779747009277
"528276",5.35842609405518,100.292289733887
"510627",45.4462585449219,9.16168022155762
"623694",28.2989902496338,-81.6268463134766
"955221",28.4711971282959,105.825561523438
"920796",41.9007797241211,12.4832973480225
"108463",45.664134979248,25.5614337921143
"902408",60.8599052429199,27.4792423248291
"488913",19.5671062469482,-155.960708618164
"968229",46.4636001586914,10.3470602035522
"68192",42.2560882568359,18.8959980010986
"172778",34.0583724975586,-118.480003356934
"447648",36.3569488525391,127.341178894043
"358290",52.4464263916016,10.0066452026367
"675213",38.084056854248,116.382789611816
"915530",37.0932693481445,-8.12423324584961
"274058",44.857795715332,13.8309507369995
"620756",23.0356540679932,114.357055664062
"603932",47.2716026306152,12.9739742279053
"852294",54.4462471008301,18.5566482543945
"342288",39.8143043518066,2.74064898490906
"532330",50.0359992980957,21.9970436096191
"601065",35.2337493896484,115.480659484863
"47178",34.2699432373047,108.947135925293
"104500",43.5051651000977,16.4463272094727
"884648",-5.73096895217896,39.2919387817383
"784382",45.5236167907715,-122.675010681152
"742912",41.9249992370605,-73.1030578613281
"748979",51.3398628234863,-2.97821807861328
"816719",29.6777725219727,-95.2700271606445
"248512",26.0265045166016,-80.2738494873047
"675444",43.8463096618652,2.93202710151672
"724874",NA,NA
"919632",23.9927215576172,121.624252319336
"931157",52.5060386657715,13.5179395675659
"234358",22.270715713501,113.576728820801
"702466",47.9523086547852,13.4684629440308
"8135",-28.0293636322021,153.431198120117
"560004",-14.4629020690918,132.267791748047
"566202",43.5128631591797,16.4375705718994
"72369",29.5983428955078,-81.1840667724609
"941584",9.65719604492188,-82.7542877197266
"794556",1.49074304103851,124.842926025391
"188361",13.2048997879028,-59.6400985717773
"519906",-25.5242481231689,-54.6204643249512
"979997",43.3582000732422,19.1259593963623
"956518",46.6149978637695,25.0645503997803
"39241",45.0081558227539,6.12382507324219
"843748",47.5283355712891,19.0644397735596
"606993",30.8255844116211,111.787536621094
"977767",42.2578163146973,118.886856079102
"285317",22.7219696044922,114.250015258789
"269238",16.2517051696777,-61.2846794128418
"966894",28.1913681030273,112.996574401855
"769016",41.3927726745605,2.15228605270386
"430001",36.3227920532227,120.395988464355
"634913",12.5373830795288,99.9587936401367
"115427",43.530158996582,5.44645118713379
"997093",54.7412643432617,17.890531539917
"840532",34.8101005554199,113.688484191895
"727270",49.9479675292969,23.5310726165771
"635651",22.601224899292,114.314010620117
"958243",20.0260620117188,110.350578308105
"870201",40.647777557373,-111.498970031738
"447273",-12.48228931427,-76.7993698120117
"282391",29.563009262085,106.551559448242
"936640",10.0889329910278,77.0595245361328
"576470",20.6282825469971,-87.0757369995117
"800202",35.1175956726074,-106.548416137695
"687746",40.5253143310547,116.820419311523
"824927",24.5888938903809,72.710334777832
"903314",47.2992553710938,11.8635215759277
"217866",12.9451007843018,100.904640197754
"184923",41.0093803405762,28.9723472595215
"983941",41.8352394104004,12.4332304000854
"306714",43.9661445617676,15.4119272232056
"361129",50.4087028503418,16.4045944213867
"257339",34.9844398498535,33.9999084472656
"218300",35.3628883361816,24.2598819732666
"692697",42.5075035095215,2.96660089492798
"70999",50.6506309509277,13.4513301849365
"215048",46.2145042419434,2.21001791954041
"867019",-37.3241081237793,-57.0355491638184
"455724",36.7768745422363,31.3976440429688
"505897",35.25,138.539993286133
"383423",45.317268371582,13.5673151016235
"906494",24.9445991516113,102.779014587402
"876405",35.1077613830566,118.347175598145
"438782",32.9668121337891,-117.267539978027
"787522",36.680721282959,117.061798095703
"16745",43.2394332885742,-2.25823998451233
"810080",43.6111450195312,122.243934631348
"657795",45.6227607727051,-61.6701316833496
"814439",34.4512901306152,108.981369018555
"823243",37.4463882446289,25.3285503387451
"571162",47.5810432434082,13.5244169235229
"650806",11.3322505950928,103.526702880859
"782640",33.8331680297852,-78.6275863647461
"670137",37.1018981933594,-8.67319965362549
"72077",43.5046806335449,16.4443416595459
"946744",12.8217611312866,77.6592483520508
"833847",44.3113288879395,9.21049022674561
"577409",45.2567710876465,-111.254417419434
"942338",40.079948425293,113.273559570312
"343978",43.9699897766113,11.8153686523438
"200632",30.4553394317627,78.0740432739258
"593987",29.985294342041,122.207214355469
"499971",38.7653465270996,20.6225643157959
"506271",27.3395538330078,103.716606140137
"473613",46.0234794616699,9.30128955841064
"417851",35.598201751709,-82.5529022216797
"956163",25.6002140045166,100.214874267578
"93716",18.6864204406738,-68.4230804443359
"973296",6.12327098846436,80.1154251098633
"57763",-27.0321788787842,-48.5840263366699
"722927",45.173583984375,14.6915054321289
"994830",37.6615371704102,12.5700759887695
"680089",-29.9063014984131,-71.2502059936523
"426523",53.5243148803711,-7.34737586975098
"398498",40.3948287963867,15.5923070907593
"285149",55.4955863952637,-4.61421394348145
"869755",43.735424041748,19.69850730896
"195747",50.0525588989258,19.9439353942871
"492574",-7.79706811904907,110.370529174805
"43623",43.3562240600586,16.6245651245117
"237107",37.0890731811523,-8.24787998199463
"76856",6.83972215652466,79.8758316040039
"522871",-7.98189401626587,112.626502990723
"114847",41.8964004516602,12.4645175933838
"130601",-31.9042987823486,-64.5585327148438
"679917",51.0346374511719,3.70813488960266
"414144",38.1457977294922,-0.645572006702423
"954580",34.1982307434082,-118.467224121094
"872940",42.6873435974121,11.3338346481323
"65592",42.695240020752,27.710470199585
"335450",54.673282623291,25.2839088439941
"681550",41.3831481933594,2.13858604431152
"895132",39.4816741943359,-106.047737121582
"960017",24.9824466705322,121.276222229004
"2726",52.6345024108887,-1.13173294067383
"888351",38.3720703125,141.069778442383
"169477",36.6447143554688,31.7351856231689
"377756",52.3702011108398,4.89536094665527
"867982",40.1493110656738,94.6640472412109
"905791",13.0189075469971,77.5917892456055
"553292",45.3163795471191,13.5631046295166
"469220",39.4547424316406,-9.18100452423096
"187077",51.7339935302734,15.5318784713745
"76449",55.1745338439941,61.4266815185547
"108826",30.4151344299316,103.462699890137
"928961",15.2571210861206,73.9202117919922
"159531",28.4439353942871,109.000137329102
"952703",11.2767333984375,76.8507385253906
"47377",53.980640411377,-1.52542102336884
"742742",36.7428512573242,-3.88161301612854
"625586",43.9255294799805,19.4988956451416
"804860",44.4872665405273,-64.1092071533203
"539228",56.6891250610352,-3.70564293861389
"431463",17.2622489929199,104.149589538574
"997152",39.0219802856445,117.24787902832
"656701",33.4124450683594,102.469299316406
"958853",-20.4113845825195,57.705509185791
"494058",37.9982032775879,23.7382583618164
"459659",38.7075576782227,0.153466001152992
"17956",28.227331161499,-81.498908996582
"846223",29.9381694793701,-90.068473815918
"323216",9.95511341094971,76.2401962280273
"307115",41.8727188110352,12.5288524627686
"351723",43.6805458068848,16.5142841339111
"468041",23.098051071167,113.337348937988
"180942",44.1390342712402,11.0126361846924
"889081",28.0731010437012,-16.729944229126
"318534",44.1444969177246,10.3591899871826
"881787",40.9935455322266,17.2110004425049
"331192",60.3000755310059,-1.63035297393799
"166138",17.9959869384766,-66.6208343505859
"552712",35.5154266357422,23.858268737793
"631417",48.1413116455078,17.1103897094727
"912678",44.9604415893555,14.4090175628662
"872864",37.9213905334473,139.045547485352
"868229",27.3269844055176,103.710151672363
"241443",45.4318809509277,6.55624723434448
"333783",20.7167377471924,-88.3166656494141
"968408",43.1882286071777,5.71971607208252
"188802",24.848840713501,67.0309677124023
"846374",59.9683265686035,18.6115226745605
"610282",40.9931030273438,-1.92586505413055
"129582",48.2588195800781,13.0343713760376
"758289",35.3382453918457,25.0710163116455
"814781",43.1064796447754,12.3092803955078
"591990",39.5387001037598,2.44689989089966
"376589",27.6872329711914,-82.7293167114258
"882992",49.3325347900391,20.0927486419678
"369385",31.7648983001709,119.966583251953
"345848",42.288761138916,18.8409805297852
"369671",41.0750541687012,1.14002394676208
"227384",43.5496635437012,16.374813079834
"260036",51.7733306884766,10.9653272628784
"473556",41.6133995056152,2.65739989280701
"389660",22.6323528289795,120.295692443848
"830673",4.74167680740356,-74.0602645874023
"495781",32.3698844909668,119.401290893555
"869767",41.9776039123535,-87.8643646240234
"42908",34.678295135498,135.173919677734
"616897",32.7922706604004,35.541618347168
"668881",30.6347751617432,114.257553100586
"951588",28.9524669647217,-13.7652626037598
"594813",41.1197204589844,16.8700008392334
"767322",28.3407077789307,-81.6449279785156
"502235",32.5601768493652,-80.1778717041016
"313892",21.4747467041016,109.112159729004
"18198",32.9964942932129,74.9373931884766
"698940",34.0007171630859,108.757720947266
"578897",-20.1652793884277,57.4963798522949
"327048",53.937801361084,14.1968202590942
"844687",-3.37053394317627,36.6784286499023
"728846",38.5821876525879,-9.14937591552734
"949668",43.3407592773438,-1.44871997833252
"743965",-8.2186107635498,114.366943359375
"807017",32.965690612793,35.1212882995605
"133670",18.5204296112061,73.8567428588867
"989977",44.4552574157715,26.0934638977051
"664907",-22.6805095672607,14.5403299331665
"694315",45.4032707214355,25.317102432251
"817289",29.0206851959229,106.657157897949
"839939",31.3270244598389,120.636154174805
"485959",41.387020111084,2.17004489898682
"374484",41.2666664123535,125.366668701172
"216474",26.8487167358398,33.9904556274414
"231131",35.3681602478027,24.5085391998291
"684969",-8.15202617645264,115.037109375
"893204",36.1127738952637,-115.172920227051
"824222",20.5702629089355,102.617210388184
"619013",46.9702796936035,16.1203594207764
"277939",45.5113868713379,-73.5609359741211
"47988",25.6104602813721,85.1416702270508
"926693",35.4316482543945,-82.2222366333008
"234837",38.7569236755371,-90.4377822875977
"350178",11.683464050293,76.1726989746094
"268368",43.2067985534668,27.9190006256104
"549893",29.554105758667,103.767517089844
"569011",50.3806915283203,5.71356916427612
"235200",33.8115844726562,10.9874610900879
"142941",61.2391891479492,73.4482269287109
"787150",50.6312561035156,3.06775307655334
"45239",38.7252922058105,-9.1500825881958
"318183",28.614128112793,77.2089538574219
"665230",43.0480194091797,16.0908641815186
"269364",43.3285865783691,6.65036392211914
"660115",48.8514251708984,14.2343273162842
"411553",42.172737121582,0.0645459964871407
"831541",30.2659091949463,-87.5977020263672
"244539",-33.9601516723633,18.3755588531494
"477443",44.1387405395508,15.217188835144
"744794",34.4428405761719,-82.8283538818359
"456264",28.7091274261475,115.78636932373
"799275",NA,NA
"295485",54.5805625915527,16.8618907928467
"144848",27.7572212219238,-15.5749998092651
"227253",40.6007385253906,15.5089664459229
"936123",-26.1900005340576,28.0400009155273
"70840",42.5796737670898,18.2208633422852
"477651",8.49598217010498,76.9490280151367
"962077",-35.1788787841797,173.132659912109
"143005",46.5052108764648,13.5726203918457
"617167",30.6753406524658,104.032516479492
"752107",22.691478729248,90.3687438964844
"154563",51.7902984619141,11.1420001983643
"628743",-24.5772495269775,25.9849948883057
"434673",24.7893447875977,110.489562988281
"61758",45.7272529602051,3.14477300643921
"648688",47.3588714599609,13.3415813446045
"149355",43.0901718139648,-78.8970184326172
"906269",51.4836387634277,-3.19433188438416
"808452",26.2838840484619,73.0217437744141
"916172",-38.7606925964355,143.492233276367
"133409",43.5463562011719,3.97286105155945
"154859",30.1987552642822,114.906593322754
"368901",47.8355369567871,-4.16813087463379
"312978",43.8170738220215,125.323547363281
"59124",34.2222900390625,108.911224365234
"127988",47.4494018554688,12.1588001251221
"952202",51.602180480957,-0.0976760014891624
"843214",35.2910537719727,24.8809299468994
"173899",30.5930995941162,114.305389404297
"597440",47.727970123291,17.904239654541
"36753",42.9502830505371,11.0247068405151
"712386",39.6595306396484,2.93702006340027
"63942",13.7278957366943,100.524124145508
"565629",23.088264465332,113.531097412109
"812525",24.2302436828613,120.529357910156
"676354",36.7330932617188,30.5596885681152
"956455",47.2235374450684,39.7359275817871
"882962",44.0405235290527,10.1349296569824
"40127",30.8856754302979,77.0581512451172
"387393",8.31481266021729,80.4149322509766
"402429",37.8600006103516,27.2600002288818
"159232",54.2028427124023,12.6127691268921
"915029",20.9172916412354,-100.74535369873
"682960",56.7408294677734,21.0666065216064
"241086",-8.69076633453369,115.262199401855
"423304",54.3735046386719,13.6974477767944
"708078",-25.7500190734863,-53.0523681640625
"411845",36.5020408630371,102.104286193848
"80042",28.3003959655762,-81.4693756103516
"802937",4.20847988128662,-74.6377716064453
"384577",46.2735137939453,7.477126121521
"643663",51.1258926391602,-114.065818786621
"427324",41.0060882568359,28.9819278717041
"262248",-37.8216209411621,144.966842651367
"68509",41.8751449584961,12.4637041091919
"829432",38.6554222106934,0.0790029987692833
"141849",33.8411674499512,132.778442382812
"648347",43.5643768310547,4.10195589065552
"83753",36.109245300293,120.357963562012
"589059",12.5778551101685,122.26912689209
"982676",49.0883598327637,20.1434650421143
"236057",-32.9680290222168,-71.5269775390625
"899434",59.4990386962891,-154.580123901367
"827946",44.1768417358398,9.72100067138672
"778594",36.3400001525879,137.25
"90734",42.7052421569824,9.37065696716309
"642059",21.9565868377686,120.769882202148
"83896",47.7586288452148,9.31256008148193
"142423",41.8946571350098,12.5097856521606
"267125",17.3864574432373,78.4772644042969
"7493",53.9584121704102,-1.08042800426483
"985368",33.8172721862793,-116.534194946289
"410348",-22.9479999542236,14.5137996673584
"455582",28.614128112793,77.2089538574219
"994679",19.1999244689941,-96.1339874267578
"52298",53.5308036804199,10.3128652572632
"856554",44.5499992370605,38.0833320617676
"220783",25.4364013671875,119.033561706543
"697452",16.7357635498047,-92.6450881958008
"321329",38.0326614379883,14.0137910842896
"251917",7.28410577774048,80.6198425292969
"232941",32.8167495727539,34.9903678894043
"469654",35.4480285644531,-120.902862548828
"206814",44.4598808288574,-109.519668579102
"542058",41.1579437255859,-8.62910461425781
"417796",43.690502166748,-79.5884017944336
"572178",50.159351348877,6.75944995880127
"987606",44.1173133850098,15.2312936782837
"522323",54.326789855957,-2.74757790565491
"156401",30.6016540527344,114.428535461426
"446560",43.3863830566406,-4.10864019393921
"645036",3.05696702003479,101.686950683594
"511225",38.6446990966797,0.0449000000953674
"26660",36.5444412231445,31.9954071044922
"723704",44.4988021850586,-80.0444946289062
"247613",-45.8888511657715,170.482360839844
"981047",32.9369812011719,-97.0746154785156
"110223",-29.9464893341064,-71.2913818359375
"870634",29.8901710510254,110.033660888672
"193513",34.1274223327637,74.8417663574219
"42871",30.2100048065186,-85.8484497070312
"133131",40.4128952026367,-3.69990491867065
"688795",52.107593536377,0.795388996601105
"942745",39.4048957824707,20.2402496337891
"926851",25.2160301208496,55.2817268371582
"576408",55.8701171875,-3.9760799407959
"938846",39.9040298461914,116.407524108887
"688036",51.3035011291504,7.36100006103516
"792435",35.1527900695801,128.975143432617
"900890",42.2629661560059,3.17480492591858
"962663",52.3626251220703,4.87651681900024
"674907",30.1517791748047,-85.7670822143555
"511195",44.8416633605957,1.75312304496765
"267259",39.772388458252,30.5246677398682
"664464",44.1473617553711,12.4641771316528
"308825",12.9111795425415,100.864402770996
"500890",51.1171531677246,17.0233135223389
"951731",44.0598106384277,-121.307327270508
"166384",25.0751285552979,117.017707824707
"145107",45.2618370056152,3.41262698173523
"551084",26.5851020812988,106.718338012695
"737311",46.3580741882324,3.53213095664978
"466756",21.1697978973389,-86.8263320922852
"152721",51.6753883361816,-4.70276308059692
"793797",43.7111740112305,7.25410223007202
"450090",44.2774238586426,12.3482141494751
"400956",27.7239284515381,85.3584136962891
"117694",48.1677780151367,6.87959718704224
"61982",45.8638114929199,6.61697387695312
"481573",41.8203086853027,123.512283325195
"550215",39.2046127319336,9.32574462890625
"950599",37.795539855957,140.256240844727
"957047",20.6966857910156,-105.292633056641
"378707",-42.783374786377,147.062240600586
"217530",43.0936851501465,11.9320859909058
"230045",30.0687618255615,-99.2919998168945
"602196",44.5458984375,15.3754196166992
"294467",45.6517601013184,25.6126976013184
"343581",30.9761791229248,104.282432556152
"139997",30.6293354034424,104.146606445312
"30164",52.1990432739258,6.20059204101562
"663428",50.2828979492188,-3.89515209197998
"922698",51.6075401306152,0.0953679978847504
"564468",43.7751502990723,10.9155263900757
"746421",6.01407814025879,80.4335098266602
"477472",8.99426937103271,-79.5187911987305
"363710",-33.2901992797852,19.1392993927002
"685043",39.2399711608887,-120.050796508789
"90202",46.9851036071777,-113.988502502441
"956067",-9.02177619934082,-77.4696731567383
"55261",41.9795112609863,12.4260406494141
"113860",-3.74927401542664,-73.2425079345703
"454283",20.723014831543,-105.270645141602
"588545",24.4654865264893,121.804672241211
"395779",37.3340301513672,-106.942123413086
"519044",37.389835357666,-5.99224996566772
"499957",38.7260093688965,-9.1351375579834
"721413",45.43017578125,-122.564353942871
"657416",31.1046047210693,77.1734237670898
"477820",45.872989654541,126.547241210938
"149421",41.0353775024414,29.0300693511963
"747700",42.6218147277832,18.2081394195557
"442622",37.1757202148438,-3.60225105285645
"186526",26.1424999237061,-81.7948989868164
"336557",34.6196823120117,112.454040527344
"328672",47.4498100280762,12.2335786819458
"603506",32.616455078125,-90.0326156616211
"565564",42.2923011779785,18.8488998413086
"502982",44.8204917907715,20.4624652862549
"664785",36.3899993896484,-105.279998779297
"507283",39.7487716674805,-104.994445800781
"562608",51.5718765258789,-0.867896974086761
"303063",51.3791465759277,-2.35719704627991
"581917",41.8099021911621,19.5966053009033
"826377",33.7397727966309,119.832679748535
"137921",-8.50969696044922,115.268600463867
"387603",30.5722694396973,104.066543579102
"644888",38.9828262329102,121.584671020508
"71169",27.7591228485107,-15.5935344696045
"720901",53.6456718444824,7.42796516418457
"62031",-12.0907592773438,-77.0645751953125
"108812",-1,-1
"812093",37.5555839538574,126.926773071289
"899268",38.710880279541,-9.13113117218018
"635304",43.1951141357422,76.8797988891602
"269328",39.4070701599121,-9.13458442687988
"586249",47.1178970336914,13.1382789611816
"861577",17.6868152618408,83.2184829711914
"487219",15.5992908477783,32.5277061462402
"729918",-23.2192840576172,-44.7133140563965
"892584",3.17254996299744,101.694900512695
"165035",-29.2504901885986,114.93270111084
"729418",40.8003044128418,-73.9407424926758
"631022",51.4921188354492,-0.178698003292084
"664794",43.2088356018066,27.9132251739502
"403701",50.1136093139648,8.67972183227539
"326615",42.1438980102539,19.0229911804199
"575752",41.6987991333008,2.84759998321533
"357908",41.503345489502,-5.74627876281738
"543008",15.5173063278198,73.7628631591797
"554571",31.2299995422363,121.469718933105
"112462",49.4389457702637,11.0798845291138
"374902",-37.3434524536133,144.142608642578
"751853",38.7050971984863,-9.39198970794678
"893348",41.076000213623,1.14516997337341
"337397",30.6261596679688,118.98713684082
"393039",34.1272087097168,118.800102233887
"22038",12.2498264312744,75.9182815551758
"797691",26.8638877868652,100.228889465332
"545839",55.7208938598633,11.4602203369141
"172457",44.7919006347656,37.4024772644043
"999884",41.0277328491211,28.9740371704102
"524604",41.0132865905762,28.9411697387695
"57668",32.9914970397949,74.9318161010742
"130846",47.3117828369141,10.8910799026489
"702017",37.4885177612305,14.058479309082
"168956",48.2766189575195,17.0670967102051
"391083",40.1759300231934,18.0304222106934
"308248",40.6283683776855,15.4571504592896
"955598",37.8051490783691,-107.67098236084
"269510",37.457145690918,21.646671295166
"857887",53.7100715637207,16.6993598937988
"429213",51.8564262390137,-4.31053686141968
"319269",46.5607795715332,11.7068338394165
"661667",18.689733505249,-68.4191131591797
"960973",44.9228630065918,13.8058423995972
"292272",36.8549346923828,28.2708778381348
"283557",52.9427871704102,1.20852303504944
"39355",37.0676612854004,114.494728088379
"929808",16.266393661499,-61.2835655212402
"303524",43.5362701416016,15.962854385376
"979367",39.8685302734375,-105.189811706543
"912328",40.6977806091309,13.8931980133057
"720695",40.6931991577148,24.5540142059326
"358519",43.5229187011719,16.2588863372803
"235611",-29.9026699066162,-71.2519378662109
"840835",37.9213676452637,120.73657989502
"490023",39.2989273071289,-102.27840423584
"476453",37.9645118713379,23.7229633331299
"478935",41.3999633789062,2.20101189613342
"814110",29.9938335418701,-90.0798034667969
"275767",24.2611255645752,109.377433776855
"171224",31.8573760986328,117.311950683594
"269406",6.21991586685181,-75.1833114624023
"339909",41.4580154418945,12.6667699813843
"754668",48.505916595459,8.37222480773926
"972835",42.5524826049805,-2.58459305763245
"327444",51.2985992431641,13.2512998580933
"691959",42.8875885009766,-0.11404799669981
"279257",48.6923713684082,-3.64548397064209
"808380",34.2313499450684,-116.861869812012
"864477",30.3142204284668,-86.1167526245117
"454050",34.1531715393066,108.943389892578
"876815",8.08830642700195,77.5384521484375
"131027",27.7566471099854,118.035308837891
"686200",32.2368583679199,76.3264389038086
"646225",41.9442253112793,126.435920715332
"915444",1.29385602474213,103.851570129395
"678644",32.3587913513184,-117.048202514648
"510474",25.4798126220703,103.796073913574
"903853",27.1337757110596,88.2835006713867
"567170",47.6431503295898,7.6420202255249
"783372",37.1861953735352,-7.33985614776611
"795825",43.686393737793,39.6016006469727
"681683",-29.3683471679688,-50.8747024536133
"49321",18.9390087127686,-98.4764938354492
"19691",45.0052833557129,-124.007263183594
"762078",-33.9370498657227,18.8610134124756
"575759",54.4024963378906,18.5909233093262
"972908",43.6977233886719,-1.42889094352722
"452138",31.4456348419189,121.104461669922
"375027",40.3505821228027,14.9895162582397
"178941",39.1929702758789,-106.82933807373
"534526",34.6937370300293,135.502166748047
"591037",43.5342102050781,4.13936710357666
"852478",28.4594974517822,77.0266342163086
"616788",45.4122657775879,-75.697868347168
"356692",43.1762847900391,40.3010635375977
"657709",2.19255805015564,102.24813079834
"510847",50.917407989502,-3.34517502784729
"711705",31.8506603240967,117.238174438477
"815962",-32.9295501708984,-68.8496322631836
"844524",37.5543899536133,127.501808166504
"116450",41.7070083618164,44.7716255187988
"443164",28.4446716308594,117.968818664551
"965675",40.396110534668,-3.67087292671204
"205704",9.42416477203369,-84.1587829589844
"353533",-45.0279884338379,168.666000366211
"337158",42.6603507995605,27.7179355621338
"243001",22.5329265594482,88.3533325195312
"247350",41.1781272888184,9.39070320129395
"569589",36.9589614868164,100.897705078125
"984148",44.2531814575195,7.77952003479004
"122768",47.3147125244141,13.3084421157837
